total_player_hours,hours_exceeding_60,total_segments,segments_scaled,mean_minutes_reduced,median_minutes_reduced,prop_hours_exceeding,prop_segments_scaled
1100366,232549,1831169,564200,5.021383965496866,2.117718507387927,0.2113378639470867,0.30810919145092563
